Car_ID,Brand,Model_Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine_CC,Max_Power_bhp,Mileage_kmpl,Seats,Price_USD,Vehicle_Age,Price_Per_Year,Mileage_Category,Price_Category,Power_Per_CC,Efficiency_to_Power,Usage_Intensity,Depreciation_Rate,Engine_Size_Category,Power_Rating,Fuel_Type_Category,Is_Automatic,Owner_History_Numeric,Price_Per_Seat
116,Mercedes,2024,45461,Petrol,Manual,First,1044,338.2,13.9,4,63365.67,1,31682.835,Low,Mid-range,323.9463601532567,0.04108779190067987,22730.5,0.005337190671373452,Small,High,Traditional,0,0,12673.134
117,Volkswagen,2009,83222,Electric,Manual,Third,1726,356.1,24.72,4,32658.77,16,1921.104117647059,Medium,Budget,206.3151796060255,0.06939921392476135,4895.411764705882,0.17445315750845766,Small,High,Eco-Friendly,0,2,6531.754
118,Audi,2018,117020,Petrol,Manual,Third,3978,376.3,10.84,5,113042.86,7,14130.3575,High,Luxury,94.59527400703871,0.028799149840595107,14627.5,0.023301575158526964,Large,High,Traditional,0,2,18840.476666666666
119,Audi,2020,29226,Hybrid,Manual,First,2976,133.1,20.98,7,108995.44,5,18165.906666666666,Low,Luxury,44.7244623655914,0.15750750750750753,4871.0,0.006105704002809633,Medium,Low,Eco-Friendly,0,0,13624.43
120,Nissan,2022,11721,Electric,Manual,Third,1686,252.7,10.89,2,69316.31,3,17329.0775,Low,Mid-range,149.88137603795965,0.04307753164556963,2930.25,0.01093666214110155,Small,Medium,Eco-Friendly,0,2,23105.436666666665
121,Volkswagen,2011,192226,Diesel,Automatic,Second,1140,385.6,22.84,7,44467.61,14,2964.5073333333335,Very High,Mid-range,338.2456140350878,0.059217008037334706,12815.066666666668,0.12139799287632333,Small,High,Traditional,1,1,5558.45125
122,Volkswagen,2014,25609,Electric,Automatic,First,2851,583.1,26.84,6,47594.19,11,3966.1825000000003,Low,Mid-range,204.52472816555596,0.04602194787379972,2134.0833333333335,0.1347636179202142,Medium,Very High,Eco-Friendly,1,0,6799.17
123,Ford,2011,188202,Electric,Automatic,Second,4198,447.5,8.17,5,51186.72,14,3412.448,Very High,Mid-range,106.59838018103858,0.01825290437890974,12546.8,0.12239263635887669,Large,High,Eco-Friendly,1,1,8531.12
124,Audi,2005,135513,Petrol,Automatic,First,4750,556.7,26.66,5,88126.78,20,4196.513333333333,High,Premium,117.2,0.04788074712643678,6453.0,0.1263392768999741,Large,Very High,Traditional,1,0,14687.796666666667
125,Toyota,2023,109211,Electric,Manual,Third,1105,466.8,19.84,6,55841.76,2,18613.920000000002,High,Mid-range,422.4434389140272,0.042493039194688366,36403.666666666664,0.016718371369896474,Small,Very High,Eco-Friendly,0,2,7977.394285714286
126,BMW,2020,191321,Diesel,Automatic,Third,1707,371.4,8.18,2,103237.4,5,17206.233333333334,Very High,Premium,217.57469244288222,0.022018842530282638,31886.833333333332,0.017987493025850846,Small,High,Traditional,1,2,34412.46666666667
127,BMW,2023,184967,Petrol,Automatic,Third,3454,147.5,15.69,6,113459.09,2,37819.69666666666,Very High,Luxury,42.70411117544875,0.10630081300813009,61655.666666666664,0.002600033192288143,Medium,Low,Traditional,1,2,16208.441428571428
128,Mercedes,2008,141728,Petrol,Manual,First,4592,413.3,9.02,2,42305.7,17,2350.3166666666666,High,Mid-range,90.00435540069688,0.02181906144170295,7873.777777777777,0.16607534976729457,Large,High,Traditional,0,0,14101.9
129,Audi,2022,129865,Hybrid,Manual,Second,4842,389.1,22.51,4,68601.25,3,17150.3125,High,Mid-range,80.35935563816606,0.057836587872559096,32466.25,0.017015476897623623,Large,High,Eco-Friendly,0,1,13720.25
130,Audi,2006,79520,Hybrid,Automatic,Second,2171,377.4,23.97,5,14121.61,19,706.0805,Medium,Budget,173.83694150161216,0.06349668874172185,3976.0,0.507739008582691,Medium,High,Eco-Friendly,1,1,2353.601666666667
131,BMW,2005,199812,Electric,Automatic,First,1120,314.3,7.64,2,26454.88,20,1259.7561904761906,Very High,Budget,280.625,0.024300254452926204,9514.857142857143,0.2376031339724855,Small,Medium,Eco-Friendly,1,0,8818.293333333333
132,Audi,2019,69309,Hybrid,Manual,First,4859,336.0,17.65,7,51375.49,6,7339.355714285714,Medium,Mid-range,69.1500308705495,0.0525141326986016,9901.285714285714,0.039239737864536876,Large,High,Eco-Friendly,0,0,6421.93625
133,Ford,2009,34984,Hybrid,Automatic,Second,1931,227.3,25.37,7,27125.72,16,1595.6305882352942,Low,Budget,117.71103055411704,0.1115655233069481,2057.8823529411766,0.1340670748251171,Small,Medium,Eco-Friendly,1,1,3390.715
134,Hyundai,2024,123947,Hybrid,Automatic,Second,3378,330.8,28.4,5,105557.58,1,52778.79,High,Premium,97.92776791000593,0.08582653369598064,61973.5,0.0031338049450835735,Medium,High,Eco-Friendly,1,1,17592.93
135,Honda,2015,10901,Petrol,Automatic,Second,4842,150.6,17.84,6,21519.49,10,1956.317272727273,Low,Budget,31.10285006195787,0.1183808891838089,991.0,0.06997981923274052,Large,Low,Traditional,1,1,3074.2128571428575
136,Volkswagen,2014,167624,Petrol,Automatic,Second,4167,490.9,28.76,6,56312.32,11,4692.693333333334,Very High,Mid-range,117.80657547396208,0.05857433808553972,13968.666666666666,0.09589027959992413,Large,Very High,Traditional,1,1,8044.617142857142
137,Nissan,2006,36055,Petrol,Manual,First,1617,144.0,18.39,2,73866.81,19,3693.3405,Low,Mid-range,89.05380333951763,0.1276197085357391,1802.75,0.037039137886990287,Small,Low,Traditional,0,0,24622.27
138,Mercedes,2007,173757,Hybrid,Manual,First,811,87.6,14.85,6,83948.08,18,4418.32,Very High,Premium,108.01479654747224,0.16932725199543902,9145.105263157895,0.01878281453471557,Small,Low,Eco-Friendly,0,0,11992.582857142857
139,Hyundai,2016,150788,Petrol,Manual,Third,994,284.3,26.21,5,47819.12,9,4781.912,High,Mid-range,286.0160965794769,0.0921589310829817,15078.8,0.05350676660786297,Small,Medium,Traditional,0,2,7969.8533333333335
140,BMW,2024,119099,Hybrid,Automatic,Second,3337,408.7,17.32,2,104684.59,1,52342.295,High,Premium,122.4752771950854,0.042367906066536204,59549.5,0.0039040712289055255,Medium,High,Eco-Friendly,1,1,34894.863333333335
141,Volkswagen,2009,16138,Petrol,Automatic,Third,3642,285.1,16.8,4,69493.34,16,4087.8435294117644,Low,Mid-range,78.28116419549698,0.05890603085553996,949.2941176470588,0.06563987801020918,Large,Medium,Traditional,1,2,13898.668
142,Audi,2009,171370,Petrol,Automatic,First,3029,195.0,17.26,6,54422.41,16,3201.318235294118,Very High,Mid-range,64.37768240343348,0.0884674525884162,10080.588235294117,0.057328271051005436,Medium,Medium,Traditional,1,0,7774.63
143,Nissan,2010,187184,Diesel,Automatic,First,3809,352.6,26.17,6,10867.15,15,679.196875,Very High,Budget,92.57022840640589,0.07419903600793876,11699.0,0.4866513620073334,Large,High,Traditional,1,0,1552.45
144,Audi,2013,28429,Electric,Automatic,Third,2877,234.3,25.8,2,57368.67,12,4412.974615384615,Low,Mid-range,81.43899895724714,0.11006825938566553,2186.846153846154,0.049008474338444,Medium,Medium,Eco-Friendly,1,2,19122.89
145,Toyota,2006,55200,Hybrid,Manual,Second,4667,562.4,15.09,7,99026.09,19,4951.3045,Medium,Premium,120.5056781658453,0.026826666666666665,2760.0,0.10790582657735374,Large,Very High,Eco-Friendly,0,1,12378.26125
146,Toyota,2016,184316,Diesel,Automatic,Second,1243,556.7,13.33,6,74901.3,9,7490.13,Very High,Mid-range,447.86806114239744,0.02394037356321839,18431.6,0.0668911368542755,Small,Very High,Traditional,1,1,10700.185714285715
147,Nissan,2007,106268,Petrol,Automatic,Second,1097,321.3,17.3,5,100363.01,18,5282.263684210526,High,Premium,292.8896991795807,0.05382700684505289,5593.0526315789475,0.05762424199670779,Small,High,Traditional,1,1,16727.16833333333
148,Nissan,2024,22347,Hybrid,Manual,Second,1644,223.6,19.32,6,60799.37,1,30399.685,Low,Mid-range,136.00973236009733,0.08636566830576665,11173.5,0.00367760919875981,Small,Medium,Eco-Friendly,0,1,8685.624285714286
149,BMW,2016,152992,Petrol,Automatic,Third,1815,452.8,10.96,4,16860.02,9,1686.002,Very High,Budget,249.4765840220386,0.024199602561271804,15299.2,0.24169356302287762,Small,High,Traditional,1,2,3372.004
150,Nissan,2021,36822,Electric,Manual,Third,2184,60.6,24.85,6,4595.86,4,919.1719999999999,Low,Budget,27.747252747252745,0.40939044481054365,7364.4,0.05273164725486528,Medium,Low,Eco-Friendly,0,2,656.5514285714286
151,Ford,2014,182731,Diesel,Manual,First,2197,305.9,17.16,7,38476.69,11,3206.3908333333334,Very High,Budget,139.2353208921256,0.05607843137254902,15227.583333333334,0.08745067596313602,Medium,Medium,Traditional,0,0,4809.58625
152,Audi,2018,45108,Electric,Manual,Second,1353,228.3,13.35,6,84664.89,7,10583.11125,Low,Premium,168.73614190687363,0.058450087565674255,5638.5,0.01887536999847282,Small,Medium,Eco-Friendly,0,1,12094.984285714285
153,Hyundai,2021,133955,Diesel,Manual,Second,3150,555.5,7.67,2,95460.41,4,19092.082000000002,High,Premium,176.34920634920636,0.01380489560835133,26791.0,0.02327642133088124,Medium,Very High,Traditional,0,1,31820.13666666667
154,Kia,2022,12967,Petrol,Manual,Second,2069,46.7,10.97,6,37603.08,3,9400.77,Low,Budget,22.571290478492028,0.2344017094017094,3241.75,0.0037256595560907226,Medium,Low,Traditional,0,1,5371.868571428572
155,Nissan,2023,115719,Electric,Automatic,Third,2060,349.6,28.73,7,60991.51,2,20330.503333333334,High,Mid-range,169.70873786407768,0.08215613382899627,38573.0,0.011463702674311977,Medium,High,Eco-Friendly,1,2,7623.93875
156,Mercedes,2021,16871,Electric,Manual,Second,984,454.8,12.63,2,52270.91,4,10454.182,Low,Mid-range,462.1951219512195,0.027764343811826776,3374.2,0.03480263108809301,Small,High,Eco-Friendly,0,1,17423.63666666667
157,Toyota,2018,169685,Petrol,Manual,Third,3210,311.6,9.22,5,51031.17,7,6378.89625,Very High,Mid-range,97.07165109034268,0.02957972409367982,21210.625,0.042741666678097374,Medium,Medium,Traditional,0,2,8505.195
158,Ford,2013,33179,Electric,Automatic,Second,3009,87.8,16.52,2,30067.8,12,2312.9076923076923,Low,Budget,29.179129278830175,0.18794084186575655,2552.230769230769,0.03503964242005002,Medium,Low,Eco-Friendly,1,1,10022.6
159,Volkswagen,2012,188260,Hybrid,Automatic,Second,4472,584.6,12.68,4,18955.42,13,1353.9585714285713,Very High,Budget,130.72450805008944,0.02168633487258423,13447.142857142857,0.4009090324016877,Large,Very High,Eco-Friendly,1,1,3791.084
160,Kia,2006,60099,Diesel,Manual,First,2681,330.1,5.88,2,26012.56,19,1300.6280000000002,Medium,Budget,123.12569936590825,0.017807389460932764,3004.95,0.24110117953867138,Medium,High,Traditional,0,0,8670.853333333334
161,Hyundai,2017,40262,Diesel,Automatic,Second,1321,383.9,13.08,5,9473.89,8,1052.6544444444444,Low,Budget,290.61317183951553,0.0340625,4473.555555555556,0.32414096628034733,Small,High,Traditional,1,1,1578.9816666666666
162,Kia,2011,83213,Diesel,Automatic,Second,2687,172.5,18.6,6,26181.3,14,1745.4199999999998,Medium,Budget,64.19799032378117,0.1077636152954809,5547.533333333334,0.09223788590001643,Medium,Low,Traditional,1,1,3740.1857142857143
163,Nissan,2013,122407,Hybrid,Manual,First,3352,310.8,18.79,2,4076.51,12,313.5776923076923,High,Budget,92.72076372315037,0.06043743969121903,9415.923076923076,0.9146758683608379,Medium,Medium,Eco-Friendly,0,0,1358.8366666666668
164,BMW,2015,154340,Diesel,Manual,Third,4609,280.3,13.91,2,76389.23,10,6944.475454545454,Very High,Mid-range,60.81579518333695,0.0496077032810271,14030.90909090909,0.03669317398311277,Large,Medium,Traditional,0,2,25463.076666666664
165,Toyota,2018,91269,Petrol,Automatic,Third,4955,81.9,16.18,2,40015.92,7,5001.99,Medium,Mid-range,16.528758829465186,0.19731707317073172,11408.625,0.01432643991591557,Large,Low,Traditional,1,2,13338.64
166,Toyota,2008,65545,Electric,Manual,Second,4279,99.4,29.14,2,116857.93,17,6492.107222222222,Medium,Luxury,23.229726571628888,0.2928643216080402,3641.3888888888887,0.014460170052900538,Large,Low,Eco-Friendly,0,1,38952.64333333333
167,Volkswagen,2017,44922,Hybrid,Manual,Third,2209,509.0,14.43,5,25664.89,8,2851.6544444444444,Low,Budget,230.42100497962878,0.02834413671184443,4991.333333333333,0.15865415148276565,Medium,Very High,Eco-Friendly,0,2,4277.481666666667
168,BMW,2006,47913,Diesel,Automatic,Second,2494,174.3,11.46,7,43461.94,19,2173.097,Low,Mid-range,69.88773055332798,0.06571100917431193,2395.65,0.07619594992883592,Medium,Low,Traditional,1,1,5432.7425
169,Audi,2009,102033,Petrol,Manual,First,1326,149.2,11.09,7,44867.42,16,2639.2599999999998,Medium,Mid-range,112.51885369532427,0.07427997320830543,6001.941176470588,0.05320445872620431,Small,Low,Traditional,0,0,5608.4275
170,Honda,2015,109792,Electric,Manual,First,3460,322.8,16.44,2,3988.83,10,362.6209090909091,High,Budget,93.29479768786128,0.05091359554041499,9981.09090909091,0.8090570274923995,Medium,High,Eco-Friendly,0,0,1329.61
171,Ford,2010,191749,Electric,Manual,Second,2972,470.5,23.99,5,101187.33,15,6324.208125,Very High,Premium,158.31090174966351,0.05097747556311091,11984.3125,0.06974618515791298,Medium,Very High,Eco-Friendly,0,1,16864.555
172,Toyota,2022,185913,Hybrid,Manual,First,1079,74.7,10.15,5,6743.35,3,1685.8375,Very High,Budget,69.23076923076924,0.13569518716577542,46478.25,0.03322781291006546,Small,Low,Eco-Friendly,0,0,1123.8916666666667
173,Mercedes,2014,182404,Hybrid,Manual,First,3764,363.0,22.73,2,113001.04,11,9416.753333333332,Very High,Luxury,96.43995749202976,0.06259983475626549,15200.333333333334,0.035335645267996936,Large,High,Eco-Friendly,0,0,37667.01333333333
174,Toyota,2008,124863,Hybrid,Automatic,Second,4777,106.8,5.53,4,107372.7,17,5965.15,High,Luxury,22.357127904542597,0.05173058933582788,6936.833333333333,0.016909168632542233,Large,Low,Eco-Friendly,1,1,21474.54
175,Kia,2013,161104,Petrol,Automatic,Second,3469,60.4,15.47,2,65656.06,12,5050.466153846153,Very High,Mid-range,17.411357739982705,0.255702479338843,12392.615384615385,0.011039178421939697,Medium,Low,Traditional,1,1,21885.353333333333
176,Toyota,2010,173918,Petrol,Manual,First,3693,69.5,24.4,4,66600.68,15,4162.5425,Very High,Mid-range,18.819388031410778,0.3505747126436782,10869.875,0.01565275830879942,Large,Low,Traditional,0,0,13320.135999999999
177,Toyota,2006,195546,Hybrid,Automatic,Third,2551,507.1,13.47,2,79492.02,19,3974.601,Very High,Premium,198.78479027832222,0.02655757097791798,9777.3,0.1212043522814959,Medium,Very High,Eco-Friendly,1,2,26497.34
178,Honda,2021,49936,Diesel,Manual,Third,4781,106.1,19.09,4,48284.85,4,9656.97,Low,Mid-range,22.19201003974064,0.1797551789077213,9987.2,0.008789324408703584,Large,Low,Traditional,0,2,9656.97
179,Honda,2009,165866,Electric,Manual,Second,3161,65.3,10.12,4,78725.01,16,4630.88294117647,Very High,Premium,20.658019614046186,0.15474006116207953,9756.823529411764,0.013271344502280758,Medium,Low,Eco-Friendly,0,1,15745.001999999999
180,Hyundai,2010,197660,Electric,Manual,Second,4931,285.2,23.55,2,8237.9,15,514.86875,Very High,Budget,57.83816670046643,0.0825446898002103,12353.75,0.5192440738448094,Large,Medium,Eco-Friendly,0,1,2745.9666666666667
181,Audi,2016,186403,Petrol,Manual,Third,2508,512.6,6.31,4,9323.57,9,932.357,Very High,Budget,204.3859649122807,0.012307392237175734,18640.3,0.49475739900070465,Medium,Very High,Traditional,0,2,1864.714
182,Mercedes,2014,33141,Electric,Manual,First,3486,186.9,26.31,6,56495.96,11,4707.996666666667,Low,Mid-range,53.614457831325296,0.1406951871657754,2761.75,0.03638956857147712,Medium,Medium,Eco-Friendly,0,0,8070.851428571428
183,Toyota,2010,145146,Diesel,Automatic,Third,3695,276.2,9.95,7,67305.81,15,4206.613125,High,Mid-range,74.74966170500677,0.03601158161418747,9071.625,0.061553949741489755,Large,Medium,Traditional,1,2,8413.22625
184,Toyota,2012,142478,Electric,Automatic,Third,3576,62.4,26.86,5,106874.66,13,7633.904285714286,High,Luxury,17.449664429530202,0.42976,10177.0,0.00759012856622359,Large,Low,Eco-Friendly,1,2,17812.443333333333
185,Ford,2006,102359,Petrol,Manual,Third,1919,291.5,13.81,4,15245.29,19,762.2645,Medium,Budget,151.902032308494,0.04735939643347051,5117.95,0.36326870340259826,Small,Medium,Traditional,0,2,3049.058
186,Honda,2016,128279,Petrol,Automatic,Third,3788,363.5,23.07,4,99249.81,9,9924.981,High,Premium,95.960929250264,0.06344884488448845,12827.9,0.03296194761533936,Large,High,Traditional,1,2,19849.962
187,Mercedes,2017,159363,Diesel,Manual,Second,994,359.7,12.98,5,27575.54,8,3063.948888888889,Very High,Budget,361.8712273641851,0.03607559755419677,17707.0,0.10434956669690976,Small,High,Traditional,0,1,4595.923333333333
188,Volkswagen,2011,46568,Diesel,Automatic,Second,1462,226.2,27.65,4,49107.79,14,3273.8526666666667,Low,Mid-range,154.71956224350205,0.12218294299602298,3104.5333333333333,0.06448540067877868,Small,Medium,Traditional,1,1,9821.558
189,Hyundai,2014,102539,Electric,Manual,First,1279,216.7,8.17,5,40042.48,11,3336.8733333333334,High,Mid-range,169.42924159499609,0.03768450184501845,8544.916666666666,0.05952779328869518,Small,Medium,Eco-Friendly,0,0,6673.746666666667
190,Audi,2017,51851,Electric,Automatic,First,2223,99.7,9.46,2,49818.17,8,5535.352222222222,Low,Mid-range,44.84930274403959,0.09478957915831665,5761.222222222223,0.016009901409437373,Medium,Low,Eco-Friendly,1,0,16606.056666666667
191,BMW,2021,59823,Petrol,Manual,First,3508,245.4,17.33,6,20607.97,4,4121.594,Medium,Budget,69.95438996579247,0.07059063136456212,11964.6,0.04762974568840655,Large,Medium,Traditional,0,0,2943.9957142857143
192,Audi,2018,28312,Diesel,Manual,First,3975,95.7,7.05,6,61917.7,7,7739.7125,Low,Mid-range,24.07547169811321,0.07359081419624217,3539.0,0.010819025593237584,Large,Low,Traditional,0,0,8845.385714285714
193,Kia,2006,179180,Diesel,Automatic,Third,4614,469.3,9.9,7,96792.18,19,4839.6089999999995,Very High,Premium,101.7121803207629,0.021090754154239454,8959.0,0.09212115977592637,Large,Very High,Traditional,1,2,12099.0225
194,Toyota,2015,170243,Diesel,Automatic,Second,2814,581.1,28.59,4,54659.48,10,4969.043636363636,Very High,Mid-range,206.50319829424308,0.049191328286304195,15476.636363636364,0.10631081176016016,Medium,Very High,Traditional,1,1,10931.896
195,Hyundai,2005,177851,Electric,Manual,Second,4589,583.2,29.41,7,60401.79,20,2876.2757142857145,Very High,Mid-range,127.08651122248855,0.0504200240013715,8469.095238095239,0.19310366292682837,Large,Very High,Eco-Friendly,0,1,7550.22375
196,Kia,2023,103723,Diesel,Automatic,First,3243,524.4,14.41,2,102305.81,2,34101.93666666667,High,Premium,161.70212765957447,0.027473784556720688,34574.333333333336,0.010251516981127648,Medium,Very High,Traditional,1,0,34101.93666666667
197,Mercedes,2008,17411,Petrol,Manual,First,1711,376.4,28.08,6,85608.8,17,4756.044444444445,Low,Premium,219.9883109292811,0.0745816733067729,967.2777777777778,0.0747437793336744,Small,High,Traditional,0,0,12229.828571428572
198,BMW,2023,62009,Petrol,Automatic,Third,4013,432.5,18.62,2,60383.17,2,20127.72333333333,Medium,Mid-range,107.77473212060802,0.043042071197411005,20669.666666666668,0.014324946422216286,Large,High,Traditional,1,2,20127.72333333333
199,Honda,2015,151494,Electric,Automatic,Third,3164,199.7,11.74,2,33150.39,10,3013.6718181818183,High,Budget,63.11630847029077,0.058758758758758765,13772.181818181818,0.060238801449954284,Medium,Medium,Eco-Friendly,1,2,11050.13
200,Hyundai,2012,178540,Hybrid,Manual,First,4429,393.2,22.56,4,106536.43,13,7609.745,Very High,Premium,88.77850530593813,0.05736079328756674,12752.857142857143,0.047979381518777016,Large,High,Eco-Friendly,0,0,21307.286
201,Hyundai,2015,37371,Electric,Automatic,Second,4272,295.2,21.47,2,70511.39,10,6410.126363636364,Low,Mid-range,69.10112359550561,0.07270572299356585,3397.3636363636365,0.04186498287747728,Large,Medium,Eco-Friendly,1,1,23503.796666666665
202,Toyota,2008,62022,Hybrid,Automatic,Second,1480,309.9,29.73,6,28874.27,17,1604.1261111111112,Medium,Budget,209.39189189189187,0.09590322580645161,3445.6666666666665,0.1824502420237109,Small,Medium,Eco-Friendly,1,1,4124.895714285714
203,Nissan,2021,76229,Diesel,Manual,Second,1409,464.4,11.63,7,34487.01,4,6897.402,Medium,Budget,329.5954577714691,0.025037674919268033,15245.8,0.053862197325969224,Small,Very High,Traditional,0,1,4310.87625
204,Hyundai,2011,104071,Electric,Automatic,First,2956,197.9,21.8,6,96966.57,14,6464.438,High,Premium,66.94857916102842,0.1101010101010101,6938.066666666667,0.028572439218596483,Medium,Medium,Eco-Friendly,1,0,13852.367142857143
